,ref,prd
795,['17_Part 13.177.(2)'],"['27_6.2.8', '10_7.5.1', '10_1.1.1', '28_23)', '17_Part 12.Chapter 1.136.', '22_3.(7)', '17_Part 12.Chapter 1.119.', '1_10.3.2.Guidance.4.', '27_5.8', '23_4.4.1']"
796,['1_15.Guidance.5.'],"['1_15.Guidance.5.', '1_8.1.1.(2)', '35_5.2', '35_4.4', '3_18.5.1', '24_3.16', '1_8.1.1.Guidance.2.', '1_15.Guidance.4.', '3_18.4.1', '35_2.3']"
797,['10_7.3.6.Guidance'],"['10_2.15.1', '33_123)', '33_124)', '10_2.15.2', '17_Part 12.Chapter 1.124.(1)', '10_8.3.2', '34_105)', '19_174)', '33_122)', '34_104)']"
798,['16_Part 4.10.(1)'],"['16_Part 4.9.(1)', '15_Part 4.9.(1)', '17_Part 20.237.(1)', '15_Part 4.8.(1)', '16_Part 4.8.(1)', '16_Part 1.2.(3)', '16_Part 1.2.(2)', '15_Part 1.2.(3)', '15_Part 1.2.(2)', '16_Part 2.4.(1)']"
799,['3_2.4.4.Undertakings.Guidance.4'],"['3_2.4.4.Undertakings.Guidance.4', '3_4.3.3.(b).Guidance.1', '3_4.3.3.(a)', '3_8.2.2.Guidance.1', '7_3.3.41.(3).Guidance.5.', '7_3.3.42.(3).Guidance.1.', '13_1.2.1', '3_2.4.4.Undertakings.Guidance.2', '1_3.2.1', '3_2.4.4.Individuals.(c)']"
800,['13_APP4.A4.3.19'],"['13_APP4.A4.3.19', '13_APP5.A5.4.2', '13_APP5.A5.1', '9_5.4.14.Guidance.(ii)', '13_APP2.A2.1.12.(3)', '13_5.10.2.Guidance.1.', '13_4.9.21', '10_4.2.1', '13_APP4.A4.1.Guidance.7.', '13_APP6.A6.8.13']"
801,['3_6.8.1.(c).Guidance.2'],"['3_6.8.1.(c).Guidance.2', '1_4.5.3', '3_6.8.1.(a)', '10_1.1.4', '3_6.8.1.(b)', '7_8.8.6.(2)', '6_PART 2.3.3.5.(1)', '3_6.8.1.(c).Guidance.1', '3_6.8.1.(c)', '2_2.3.1.(3)']"
802,['26_5.1'],"['26_5.1', '26_5.2', '26_6.6', '26_3.1', '26_7.2', '26_1.3', '26_2.2', '26_2.3', '1_14.2.3.Guidance.8.', '26_4.17']"
803,['14_Part 6.Chapter 2.49.(8)'],"['14_Part 6.Chapter 2.49.(8)', '14_Schedule.Part 4', '14_Schedule.Part 3', '14_Schedule.Part 2', '14_Part 6.Chapter 2.49.(3)', '14_Part 6.Chapter 2.49.(1)', '14_Part 3.Chapter 3.15.(4)', '14_Part 6.Chapter 2.55.(3)', '14_Part 5.Chapter 4.35.(3)', '14_Part 6.Chapter 2.49.(4)']"
804,['13_4.12.20'],"['13_4.12.20', '13_4.13.5.(1)', '1_3.1.1', '13_APP2.A2.1.4', '1_11.1.1.Guidance.2.', '6_PART 5.12.3.9.Guidance.1', '13_3.19.6.(1)', '13_APP10.A10.2.15.Guidance.4.', '3_21.3.4. Guidance.1.', '1_11.2.1.Guidance.7.']"
805,['12_5.6.7.Guidance.4.'],"['12_5.6.7.Guidance.4.', '12_5.5.3', '12_5.5.2', '2_6.12.2', '2_2.2.6.(2)', '2_6.12.3', '12_5.6.7', '12_APP2.A2.6.Guidance.1.', '12_7.3.6.Guidance.2.', '13_1.1.1.Guidance.6.']"
806,['12_4.2.2.Guidance.6.'],"['12_4.2.2.Guidance.6.', '12_4.2.2.Guidance.1.', '12_APP4.A4.12.1', '12_APP4.A4.4.1', '12_4.2.2.Guidance.3.', '12_3.2.2', '12_APP4.A4.11.2', '12_3.2.3', '3_7.3.1.(c)', '12_4.2.2.Guidance.5.']"
807,['21_31)'],"['19_118)', '19_87)', '21_31)', '19_113)', '19_117)', '19_114)', '19_116)', '19_115)', '19_57)', '33_114)']"
808,['13_APP6.A6.7.1'],"['13_APP6.A6.7.1', '13_APP6.A6.7.Guidance', '13_5.9.1', '13_APP6.A6.7.3.(1)', '13_APP6.A6.7.8', '13_APP3.A3.2.Guidance.1.', '13_APP6.A6.7.5', '13_1.2.1', '13_APP6.A6.7.3.Guidance', '13_APP6.A6.3.1']"
809,['2_3.1.2.(1)'],"['2_2.2.2', '12_APP4.A4.12.3', '2_3.1.2.(1)', '2_2.2.3', '11_2.3.10.(2)', '2_4.6.1', '13_3.3.2', '28_155)', '11_2.3.16.(1)', '11_2.3.15.(3)']"
810,['17_Part 1.Chapter 1.1.(3)'],"['34_16)', '12_APP2.A2.1.Guidance.5.', '10_6.10.5', '10_6.10.2', '3_9.12.4', '19_35)', '19_45)', '34_57)', '9_2.4.1.Guidance.(xiv)', '9_2.4.1.Guidance.(ii)']"
811,['31_81)'],"['31_19)', '31_16)', '11_12.13.3', '31_17)', '31_81)', '11_12.13.1', '31_18)', '31_82)', '30_18)', '13_APP2.A2.1.8']"
812,['12_5.5.3'],"['12_5.5.3', '12_5.5.2', '2_6.12.2', '2_6.12.3', '39_4.9', '30_69)', '10_4.10.8', '3_3.8.12.Guidance.2', '6_PART 4.MARKETING_OF_DOMESTIC_AND_FOREIGN_FUNDS.Guidance.2', '3_12.1.4']"
813,['19_147)'],"['19_139)', '19_150)', '19_140)', '19_156)', '19_142)', '19_146)', '19_3)', '19_145)', '19_153)', '19_133)']"
814,['3_3.8.20'],"['3_3.8.1.Guidance.2', '3_3.8.20', '39_4.11', '39_4.4', '39_4.5', '3_3.8.24', '3_3.8.24.Guidance.1', '3_3.8.19', '39_4.7', '3_3.8.11']"
815,"['1_8.1.2.(1)', '1_8.1.2.(2)']","['13_6.3.2.Guidance.1.', '13_APP11.A11.3.Guidance.7.', '1_2.Guidance.8.', '36_D.3.', '1_8.2.2.Guidance.1.', '13_10.2.Guidance.3.', '13_9.2.2.(2)', '13_6.12.2', '1_4.1.1.(5)', '13_7.4.2.(2)']"
816,['3_2.6.2.(a)'],"['7_5.6.8', '7_3.3.19.(1).Guidance.3.', '6_PART 5.13.3.3.Guidance.4', '1_9.2.1.(1)', '7_3.3.22', '23_1.1.1', '22_5.7.(1)', '1_10.2.2.Guidance.2.', '3_23.5.1.Guidance.2.', '3_3.3.3.Guidance.3']"
817,['12_APP2.A2.8.Guidance.2.'],"['12_APP2.A2.8.Guidance.2.', '12_APP2.A2.7.Guidance.2.', '13_APP11.A11.3.Guidance.9.', '10_2.8.10.Guidance', '1_6.1.2', '12_APP2.A2.15.Guidance.6.', '12_APP2.A2.8.Guidance.3.', '14_Schedule.Part 4', '23_1.2.2', '28_163)']"
818,['40_SECTION V.C.1.'],"['40_SECTION VI.A.1.', '11_APP 4.48.', '40_SECTION V.C.1.', '40_SECTION VI.A.2.', '40_SECTION V.C.2.', '10_4.6.4', '3_2.4.4.Undertakings.Guidance.1', '3_9.14.5', '28_41)', '10_3.7.2']"
819,['6_PART 5.12.3.12.(1)'],"['6_PART 5.12.3.12.(2)', '6_PART 5.12.3.12.(1)', '6_PART 4.10.1.4', '6_PART 5.13.4.6.(1)', '6_PART 4.9.7.1.(1)', '6_PART 5.13.3.2.Guidance.1', '10_3.9.3', '6_PART 5.12.1.1.Guidance.1', '39_3.8', '6_PART 5.11.1.4.(2)']"
820,['40_7.A.3.'],"['40_7.A.3.', '40_7.A.2.', '40_7.B.2.', '16_Part 2.5.(2)', '15_Part 2.5.(2)', '16_Part 2.5.(1)', '15_Part 2.5.(1)', '40_SECTION VI.A.2.', '40_SECTION V.C.2.', '40_7.A.1.']"
821,['1_8.3.2.Guidance on CDD.9.'],"['27_6.1.4', '24_3.18', '24_3.11', '1_3.1.1', '1_11.2.1.(5)', '23_2.3.2', '23_1.2.2', '17_Part 2.Chapter 4.15A.(2)', '10_2.9.2.Guidance', '14_Part 2.4.(1)']"
822,['17_Schedule 2.11.(3)'],"['17_Schedule 2.11.(3)', '28_123)', '14_Part 3.Chapter 1.9.(2)', '3_21.3.6', '28_117)', '7_7.2.7', '34_98)', '7_8.10.6', '19_106)', '39_3.15']"
823,['11_5.2.4.(2)'],"['11_5.2.4.(2)', '11_5.2.6', '11_5.2.7', '11_5.2.9', '11_5.2.8', '11_5.2.5', '11_5.2.3.(2)', '11_5.2.2', '11_5.2.10', '11_1.2.Guidance.4.']"
824,['26_4.6'],"['26_4.1', '26_4.2', '26_7.1', '4_3.15.1', '17_Schedule 1.Part 2.Chapter 17A.73A.', '26_4.14', '26_4.6', '1_6.1.3.Guidance.6.', '26_1.2', '26_1.4']"
825,['34_101)'],"['34_101)', '34_45)', '34_44)', '34_35)', '34_26)', '34_24)', '34_62)', '34_25)', '19_161)', '19_166).e)']"
826,['5_3.1.8'],"['5_3.2.8', '5_3.1.8', '5_3.2.4', '5_3.1.4', '5_5.1.4', '5_8.1.5', '5_3.2.7', '5_3.1.7', '5_8.1.2', '5_6.3.2']"
827,['33_73)'],"['33_73)', '33_75)', '19_169)', '19_170)', '33_74)', '33_62)', '19_176)', '19_184)', '19_134)', '19_160)']"
828,['1_8.3.2.Guidance on CDD.9.'],"['1_9.3.1B.Guidance.1.', '1_8.3.2.Guidance on CDD.9.', '13_6.8.1.Guidance.3.', '1_4.5.1.Guidance', '6_PART 5.12.12.6.(1)', '19_160)', '1_9.3.1B.Guidance.4.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '12_APP2.A2.3.Guidance.9.', '3_19.9.1.Guidance.1']"
829,['13_10.Introduction.Guidance.1.'],"['27_3.2.15', '13_1.1.1.Guidance.4.', '13_APP11.A11.2.Guidance.7.', '40_SECTION VII.A.', '10_6.3.3.Guidance.1.', '12_4.2.2.Guidance.2.', '40_SECTION III.B.6.', '40_SECTION IX.A.2.', '13_APP10.A10.1.1.Guidance.1.', '13_6.4.1']"
830,['32_3.2'],"['32_3.2', '6_PART 5.13A.7.1', '6_PART 5.13A.3.2', '13_APP4.A4.1.Guidance.1.', '12_APP2.A2.14.Guidance.5.', '6_PART 5.13A.1.1.Guidance.2', '32_4.1', '13_APP4.A4.1.Guidance.24.', '13_APP4.A4.1.Guidance.14.', '13_4.4.3']"
831,"['13_6.4.1.Guidance.4.', '13_9.2.7.(1)', '24_3.15']","['3_9.9.6', '13_6.4.1.Guidance.4.', '19_121)', '9_3.5.2', '13_4.3.3.(3)', '9_3.5.3', '13_APP6.A6.1.Guidance.8.', '6_PART 5.16.4.2.(6)', '13_APP6.A6.1.Guidance.7.', '13_9.2.5.(2)']"
832,"['13_9.2.1.(2)', '13_9.2.1.(4)']","['13_9.2.5.(1)', '13_9.2.1.(4)', '13_1.1.1.Guidance.6.', '13_9.2.6', '13_APP10.A10.1.1.Guidance.1.', '13_9.2.1.(5)', '28_117)', '13_APP10.A10.1.1.(1)', '12_APP9.A9.4.1', '12_APP9.A9.5.1']"
833,['30_67)'],"['30_67)', '30_68)', '30_69)', '30_96)', '30_81)', '11_11.8.3', '30_95)', '30_76)', '28_159)', '30_71)']"
834,['17_Part 4.35.(6)'],"['5_9.3', '10_2.3.14', '14_Part 5.Chapter 1.23.', '37_4.13.a.', '6_PART 5.16.3.9.Guidance.1', '23_4.3.1', '17_Part 4.35.(6)', '11_9.3.8.Guidance.2.', '6_PART 5.13.2.1.Guidance.3', '7_2.3.1.Guidance.3.']"
835,"['12_6.6.5', '12_6.6.6', '12_6.7.2.(5)']","['2_7.3.5', '12_6.6.5', '2_7.4.1', '12_5.6.9.Guidance', '12_7.3.5', '12_7.4.1', '12_7.3.4.Guidance', '2_2.3.7.(5)', '2_8.4.4', '2_7.3.4']"
836,['6_PART 4.9.4.3'],"['6_PART 4.9.4.3', '6_PART 4.9.4.2.(1)', '6_PART 4.9.4.2.(2)', '6_PART 4.9.3.1.(3)', '6_PART 4.9.4.Supplementary_and_Replacement_Prospectuses.Guidance.1', '17_Part 6.Chapter 1.66.(1)', '17_Part 6.Chapter 1.65.', '11_4.9.1.(1)', '6_PART 4.9.4.Supplementary_and_Replacement_Prospectuses.Guidance.2', '6_PART 4.9.5.2']"
837,['7_3.3.36'],"['7_3.3.36', '11_6.2.16.(3)', '13_6.8.1.Guidance.3.', '1_7.1.3.Guidance on high-risk customers .2.', '7_4.5.1.Guidance.1.', '22_1.(14)', '15_Part 3.7.(4)', '24_3.11', '16_Part 3.7.(4)', '7_3.3.35']"
838,['11_3.9.2'],"['28_185)', '28_27)', '28_188)', '11_1.2.Guidance.4.', '28_29)', '1_9.2.2.(3)', '11_5.2.1.Guidance', '11_3.2.2', '28_120)', '28_8)']"
839,['13_APP11.A11.2.Guidance.9.'],"['13_APP11.A11.2.Guidance.9.', '13_APP11.A11.2.Guidance.6.', '13_APP11.A11.2.Guidance.7.', '13_APP11.A11.2.Guidance.3.', '13_APP11.A11.2.Guidance.2.', '13_5.11.3', '13_10.4.3', '13_APP6.A6.9.1.Guidance.1.', '13_APP6.A6.9.4.(1)', '13_APP11.A11.2.Guidance.8.']"
840,['6_PART 5.13A.2.1'],"['32_4.1', '6_PART 5.13A.2.1', '6_PART 5.13A.7.1', '6_APP 4.Guidance.Pricing_and_valuation_checks_by_oversight_arrangement.22', '32_1.4', '6_PART 5.13A.3.3', '6_PART 5.13A.5.1', '17_Schedule 1.Part 2.Chapter 7.49.(3)', '25_Definitions', '3_18.5.1']"
841,"['28_10)', '28_11)']","['28_188)', '28_18)', '28_116)', '28_26)', '28_43)', '28_7.2.1', '28_185)', '11_7.2.1', '28_39)', '28_103)']"
842,['3_15.4.5'],"['3_15.7.2', '3_15.4.5', '3_15.4.4', '3_6.12.3', '3_15.9.1', '7_6.6.7', '3_16.3.1', '3_15.3.3', '3_15.4.2.(b)', '3_15.8.1']"
843,['17_Part 6.51.(3)'],"['28_185)', '30_137)', '31_96)', '28_119)', '17_Schedule 2.14.(2)', '13_3.10.3.(3)', '17_Part 6.55.(5)', '28_26)', '17_Part 6.51.(3)', '7_8.8.5.(3)']"
844,['3_19.10.1.(4)'],"['3_19.10.1.(4)', '3_19.6.1', '3_19.10.1.(3)', '3_19.6.2.(3)', '3_19.21.2.(2)', '3_19.10.1.(1)', '3_19.2.1', '3_19.3.1', '3_19.21.2.(5)', '3_19.21.3.(2)']"
845,['31_46)'],"['31_28)', '31_46)', '11_12.15.3', '31_22)', '31_30)', '31_78)', '31_49)', '31_13)', '31_47)', '11_12.6.2']"
846,['10_4.5.4'],"['10_4.5.4', '10_3.10.1', '10_6.5.2.Guidance.1.', '17_Part 13.154.(1)', '10_4.5.5', '10_4.7.12.Guidance.2.', '10_4.7.10', '10_4.7.23', '17_Part 13.155.(1)', '17_Part 13.155.(2)']"
847,['19_63)'],"['19_22)', '3_19.23.2.(3)', '24_1.1', '3_20.14.2.(3)', '29_5.2', '1_10.3.1', '22_5.2.(5)', '10_2.6.3', '3_19.23.2.(1)', '3_20.14.1.(2)']"
848,"['3_3.8.18', '3_3.8.20']","['3_3.8.18', '3_3.8.14', '3_3.8.1.Guidance.2', '3_3.8.20', '3_3.8.16.Guidance.1', '39_4.11', '3_3.8.16', '6_PART 8.20.3.5', '39_4.12', '3_3.8.12']"
849,['10_4.7.32'],"['10_4.7.26', '10_4.5.7', '10_4.7.18', '10_4.10.2.Guidance', '10_4.7.27.Guidance.1.', '10_4.7.8', '10_4.7.11', '17_Part 12.Chapter 3.142.(2)', '10_4.6.4', '10_4.3.2.Guidance']"
850,['1_8.3.2.Guidance on CDD.9.'],"['1_8.3.2.Guidance on CDD.9.', '7_3.3.40.Guidance_1', '1_8.3.2.Guidance on CDD.8.', '1_9.3.1B.Guidance.3.', '1_9.3.1B.Guidance.2.', '1_6.1.3.Guidance.7.', '1_6.2.1.Guidance.2.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '19_41)', '1_6.1.3.Guidance.6.']"
851,"['21_31)', '33_64)']","['1_4.2.2.Guidance', '1_9.3.2.(1)', '1_4.2.1.(2)', '1_2.Guidance.1.', '1_6.1.2', '1_1.3.1', '1_9.1.2.(1)', '1_4.3.1', '1_15.2.1.(1)', '1_12.1.7.Guidance']"
852,['13_4.4.5'],"['13_4.4.4', '13_4.4.5', '11_9.5.2.Guidance.2.', '22_5.2.(8)', '22_5.2.(5)', '3_9.12.1', '11_9.5.4', '13_APP4.A4.2.1.Guidance.1.', '13_4.14.21', '13_7.3.1.Guidance.3.']"
853,"['3_17.6.1', '3_17.7.1']","['3_17.7.1', '19_23)', '3_17.7.2', '19_17)', '17_Part 2.Chapter 1.5A.(2)', '33_45)', '34_19)', '4_3.17.2', '19_132)', '19_125)']"
854,['12_APP2.A2.8.Guidance.2.'],"['12_APP2.A2.8.Guidance.2.', '12_APP10.A10.2.6.Guidance', '12_APP2.A2.5.Guidance.5.', '12_6.3.2.Guidance', '12_APP2.A2.5.Guidance.1.', '12_APP2.A2.14.Guidance.5.', '12_APP4.A4.10.5', '12_APP2.A2.5.Guidance.7.', '12_APP9.A9.2.2', '12_APP2.A2.5.Guidance.2.']"
855,['13_3.5.1'],"['13_APP6.A6.3.19.Guidance', '13_3.5.6.Guidance.3.', '13_APP6.A6.7.3.Guidance', '13_5.Introduction.Guidance.3.', '13_APP6.A6.7.8', '13_APP6..A6.6.6', '10_4.2.1', '13_APP6.A6.9.4.(1)', '13_APP6.A6.3.23', '13_5.11.4.Guidance.4.']"
856,['13_3.21.5'],"['13_3.21.5', '13_3.21.6.Guidance.1.', '14_Part 6.Chapter 2.53.(4)', '13_APP10.A10.4.19', '13_3.21.6', '13_APP10.A10.4.15', '13_3.21.6.Guidance.2.', '9_5.4.7.(d).Guidance.(xi)', '13_APP4.A4.2.1', '13_APP10.A10.2.13.(2)']"
857,['17_Schedule 1.Part 3 .89.(2)'],"['17_Schedule 1.Part 3 .89.(3)', '17_Schedule 1.Part 3 .89.(2)', '6_PART 2.2.1.16', '11_4.14.1', '11_4.16.2', '39_5.8', '11_4.16', '9_7.1.1.(c).Guidance.(ii)', '11_6.2.3', '9_7.2.1']"
858,"['19_166).a)', '19_166).b)', '19_166).c)']","['19_166).a)', '19_29)', '19_92)', '33_62)', '19_15)', '19_27)', '19_20)', '19_45)', '19_178)', '4_4.3.2.Guidance.2.']"
859,['13_9.2.5.(1)'],"['13_9.2.5.(1)', '13_9.2.6', '13_7.4.1.Guidance.3.', '13_9.2.2.Guidance', '13_1.1.1.Guidance.6.', '13_9.2.1.(4)', '4_8.3', '13_9.2.2.(2)', '13_9.1.1.Guidance.1.', '13_APP10.A10.1.1.Guidance.1.']"
860,['7_3.3.19.(1).Guidance.3.'],"['7_3.3.19.(1).Guidance.3.', '7_5.6.8', '9_3.5.2.Guidance', '13_APP11.A11.2.Guidance.7.', '27_2.2.14', '27_2.2.12', '22_5.6.(2)', '9_6.2.1.(c).Guidance.(i)', '7_5.6.4', '13_APP11.A11.1.Guidance.8.']"
861,['11_10.1.4.Guidance.1.'],"['11_10.1.4.Guidance.1.', '11_9.2.10.Guidance.2.', '25_Definitions', '28_117)', '28_120)', '28_119)', '2_10.3.2.(4)', '11_9.2.10', '11_10.1.4.Guidance.2.', '11_APP 2.A2.1.1']"
862,"['19_83)', '19_84)']","['19_84)', '39_2.9', '34_51)', '33_64)', '19_160)', '3_14.7.7', '3_14.7.1', '19_66)', '3_14.7.7.Guidance.1', '34_26)']"
863,['17_Part 5.49.(8)'],"['17_Part 5.49.(5)', '17_Part 5.49.(7)', '17_Part 5.49.(8)', '17_Part 5.49.(9)', '17_Part 5.49.(4)', '28_27)', '17_Part 4.42.(5)', '17_Part 5.44.(6)', '17_Part 12.Chapter 1.124C.(5)', '14_Part 5.Chapter 4.35.(3)']"
864,['19_175)'],"['33_124)', '34_106)', '19_175)', '33_123)', '26_4.1', '18_1.2', '34_105)', '19_174)', '24_3.7', '26_6.6']"
865,['1_4.1.1.(5)'],"['1_4.1.1.(5)', '1_8.6.1', '13_10.Introduction.Guidance.1.', '1_8.1.2.Guidance.1.', '1_9.1.1.(5)', '36_D.6.3.', '13_3.Guidance.3.', '1_7.Guidance.3.', '1_8.6.2.Guidance.3.', '13_APP6.A6.9.1.Guidance.2.']"
866,['3_14.4.3'],"['3_14.1.3.Guidance.1', '3_14.13.5', '3_14.8.1A', '3_14.5.1', '3_14.4.3', '17_Schedule 1.Part 3 .85.(1)', '3_14.9.1', '3_14.12.1', '17_Part 3.25.(4)', '3_14.9.3']"
867,"['1_4.1.1.(5)', '1_4.5.4']","['1_4.1.1.(5)', '6_PART 5.13.3.14.(1)', '13_6.2.2.Senior Management Responsibilities.2.', '13_6.2.2.Governing Body responsibilities.2.', '12_APP2.A2.4.Guidance.2.', '7_APP1.A1.1.Guidance.11.', '13_9.2.2.Guidance', '7_3.1.1.(5).Guidance.1.', '7_APP1.A1.1.Guidance.1.', '13_4.3.3.Guidance.2.']"
868,['33_58)'],"['33_58)', '33_57)', '33_8)', '33_60)', '33_55)', '33_50)', '33_44)', '33_56)', '33_54)', '33_61)']"
869,['6_PART 4.10.1.1'],"['6_PART 4.10.1.1', '6_PART 4.10.1.Guidance.1', '6_PART 4.10.1.5', '6_PART 2.4.1.1.(2)', '6_PART 4.10.1.3.(2)', '6_PART 4.9.1.Guidance.4', '6_PART 4.9.7.3', '6_PART 4.10.1.2', '6_PART 3.7.1.1', '6_PART 4.10.1.2.Guidance.1']"
870,"['13_10.Introduction.Guidance.1.', '13_10.2.Guidance.2.']","['13_10.Introduction.Guidance.1.', '13_APP11.A11.3.Guidance.3.', '1_12.4.1', '13_6.4.1.Guidance.4.', '11_APP 4.45.', '13_APP6.A6.9.2.Guidance.19.', '1_10.4.1', '27_3.2.16', '13_APP6.A6.9.1.Guidance.1.', '1_12.3.1']"
871,['19_139)'],"['19_139)', '19_159)', '19_150)', '19_146)', '19_142)', '19_18)', '19_149)', '19_143)', '3_14.1.3.Guidance.1', '19_161)']"
872,['1_12.3.1'],"['1_2.Guidance.13.', '1_12.3.1', '1_13.1.1', '1_4.5.7', '36_D.1.4.', '1_14.2.3.Guidance.2.', '24_3.11', '27_2.6.2', '1_13.3.1', '23_1.2.2']"
873,"['7_5.5.1.(2)', '4_3.10.2', '26_5.1']","['7_5.5.1.(2)', '3_9.15.1', '3_2.1.3', '3_9.12.2', '3_9.9.5.(a)', '3_9.1.2', '13_4.15.18', '7_3.3.2.(1)', '6_PART 5.12.3.8', '3_9.6.5']"
874,['7_8.10.7'],"['1_14.6.Guidance', '7_8.10.7', '17_Part 17.205.(1)', '17_Part 12.Chapter 3.146.(6)', '7_8.12.2.(1)', '34_71)', '7_7.2.10', '10_6.2.1', '10_6.4.3', '17_Part 19.Chapter 2.233.(3)']"
875,['12_5.5.3'],"['12_5.5.3', '12_5.5.2', '2_6.12.3', '2_6.12.2', '12_5.4.11', '12_5.4.10', '2_6.11.7', '2_6.10.8', '11_11.3.3', '11_12.3.3']"
876,['3_7.11.15'],"['3_7.11.15', '3_7.6.2', '32_4.1', '3_7.8.3', '3_7.6.1', '3_7.7.3', '3_7.8.4', '3_7.10.1.(b)', '3_7.10.4', '3_7.8.2.(b)']"
877,['14_Part 6.Chapter 2.51.(2)'],"['14_Part 6.Chapter 2.51.(2)', '13_3.11.3.(4)', '13_3.12.3.(3)', '13_3.11.3.(3)', '14_Part 6.Chapter 2.56.(2)', '14_Part 6.Chapter 4.65.(3)', '14_Part 6.Chapter 2.52.(3)', '17_Part 6.Chapter 2.76.(2)', '17_Part 22.261.(3)', '14_Part 5.Chapter 2.30.(2)']"
878,"['19_87)', '19_113)']","['19_87)', '19_160)', '19_113)', '19_115)', '19_104)', '19_82)', '19_45)', '19_117)', '19_86)', '19_118)']"
879,['3_7.11.7'],"['3_7.11.7', '3_7.11.12', '3_7.11.6', '13_9.2.4.Guidance.3.', '3_7.11.9', '12_APP7.A7.3.4', '3_7.11.11', '3_7.11.10', '1_8.4.1.Guidance.6.', '3_7.6.1']"
880,['11_11.3.1'],"['11_11.3.1', '11_12.3.1', '30_55)', '30_57)', '30_15)', '30_16)', '30_17)', '30_56)', '30_26)', '30_18)']"
881,"['3_22.4.3', '27_2.2.10', '13_8.1.3.Guidance.2.']","['27_2.2.10', '11_9.5.3', '11_9.2.7', '27_2.5.3', '14_Part 5.Chapter 2.27.(7)', '27_2.5.1', '14_Part 6.Chapter 5.69.', '11_APP 4.50.', '11_2.6.3.Guidance.2.', '27_2.5.2']"
882,['7_2.1.3.Guidance.3'],"['34_45)', '19_160)', '7_2.3.1.Guidance.3.', '27_2.9.4', '5_3.2.3', '22_1.(10)', '24_3.18', '1_9.2.2.Guidance.5.', '7_2.1.3.Guidance.3', '11_4.3.4']"
883,['13_9.2.6'],"['13_9.2.2.Guidance', '7_APP1.A1.1.Guidance.3.', '36_D.1.1.', '7_APP1.A1.1.Guidance.4.', '13_9.2.1.Guidance.2.', '13_4.3.3.Guidance.2.', '36_D.4.', '7_3.3.41.(2)', '7_APP1.A1.1.Guidance.1.', '13_4.3.3.Guidance.5.']"
884,['27_2.5.8'],"['27_2.5.8', '7_3.3.41.(2)', '27_2.5.1', '11_1.2.Guidance.8.', '13_4.3.3.Guidance.1.', '11_APP 4.13.', '11_APP 4.70.', '7_APP1.A1.2.Guidance.5.', '7_3.3.3', '27_2.5.4']"
885,['1_6.1.3.Guidance.6.'],"['26_3.2', '26_4.4', '26_7.1', '26_5.1', '21_9)', '26_5.2', '26_2.2', '25_12.', '26_4.9', '7_3.3.40.Guidance_1']"
886,['3_14.11.8'],"['3_14.11.8', '3_15.9.6', '3_10.3.3', '3_15.9.2', '3_15.9.6.Guidance.2.', '3_14.11.9.Guidance.1', '3_2.6.1.Guidance.2', '17_Part 11.Chapter 4.116.(2)', '6_PART 5.13A.5.1', '1_10.3.2.(1)']"
887,['31_46)'],"['31_47)', '31_28)', '31_27)', '31_49)', '31_23)', '31_46)', '30_28)', '31_30)', '31_45)', '31_22)']"
888,['1_6.1.3.Guidance.3.'],"['1_6.1.3.Guidance.3.', '24_3.11', '1_8.3.2.Guidance on CDD.9.', '10_2.9.2.Guidance', '1_6.1.3.Guidance.5.', '1_6.1.3.Guidance.6.', '7_3.3.40', '10_2.9.2', '13_APP11.A11.1.Guidance.12.', '37_4.3']"
889,"['19_113)', '19_114)']","['19_114)', '19_117)', '19_113)', '19_118)', '7_APP2.A2.1.3.Guidance', '19_115)', '19_116)', '21_59)', '23_3.2.5', '21_58)']"
890,['16_Part 4.9.(1)'],"['16_Part 4.9.(1)', '15_Part 4.9.(1)', '16_Part 4.10.(1)', '15_Part 4.10.(1)', '16_Part 1.2.(2)', '15_Part 1.2.(2)', '14_Part 5.Chapter 1.25.', '14_Part 6.Chapter 3.58.(1)', '15_Part 3.6.(1)', '14_Part 1.1.']"
891,['1_2.Guidance.27.'],"['1_11.1.1.Guidance.5.', '1_11.1.1.Guidance.6.', '1_2.Guidance.27.', '1_11.2.1.Guidance.6.', '1_2.Guidance.26.', '33_111)', '21_30)', '19_43)', '17_Part 1.Chapter 1.1.(4)', '1_2.Guidance.28.']"
892,['13_3.19.10.Guidance'],"['13_3.19.10.Guidance', '13_3.16.3', '13_8.3.4.(1)', '13_3.1.1.Guidance.1.', '13_10.2.Guidance.3.', '13_3.16.2', '13_APP3.A3.2.Guidance.5.', '13_APP3.A3.2.Guidance.1.', '13_4.6.Guidance.1.', '13_3.Guidance.3.']"
893,['3_3.8.18'],"['3_3.8.18', '3_3.8.9', '3_3.8.17', '3_3.8.16', '3_3.8.20', '13_APP7.A7.1.1.(1)', '13_APP7.A7.3.4.Guidance.4.', '4_8.1.2', '3_3.8.8.Guidance.1', '3_3.8.16.Guidance.1']"
894,['17_Part 6.51.(2)'],"['11_2.1.1.Guidance.3.', '11_5.1.2.Guidance.2.', '33_39)', '11_5.1.6', '11_5.1.2.(1)', '17_Part 6.53.(2)', '31_96)', '33_35)', '30_137)', '17_Part 6.51.(2)']"
