,ref,prd
670,['3_17.4.1'],"['3_17.4.1', '19_98)', '19_46)', '19_140)', '3_22.6.1', '33_114)', '19_99)', '33_113)', '19_125)', '33_2)']"
671,['12_APP4.A4.13.Guidance'],"['12_APP4.A4.13.Guidance', '10_4.13.1', '10_4.1.6', '10_4.1.5', '10_3.4.4', '10_3.4.5', '3_7.11.13', '2_6.14', '10_3.4.1', '19_103)']"
672,['11_10.1.3A.(1)'],"['11_10.1.3A.(1)', '11_10.1.3A', '11_10.1.8.(1)', '11_APP 4.61.', '28_159)', '11_10.1.8.(2)', '11_3.9.1A', '11_10.1.4.(2)', '2_2.3.4.(3)', '10_3.2.3']"
673,['3_14.9.3'],"['3_14.9.3', '3_14.2.2', '3_6.10.2.(a)', '3_2.5.Guidance', '3_2.5.(b)', '3_14.4.6', '3_14.2.1', '3_14.4.1', '3_14.10.1', '3_6.10.1']"
674,['19_65)'],"['19_65)', '21_43)', '21_17)', '21_40)', '19_81)', '21_28)', '21_47)', '21_60)', '21_51)', '9_3.3.1.Guidance.(e)']"
675,"['40_7.A.3.', '40_7.B.2.']","['40_7.B.2.', '40_7.A.3.', '40_7.A.2.', '12_9.4.9', '12_9.4.12', '40_SECTION II.E.', '2_10.3.2.(11)', '2_10.3.2.(8)', '40_7.B.1.', '27_8.8.3']"
676,['17_Schedule 1.Part 3 .95.(4)'],"['17_Schedule 1.Part 3 .95.(4)', '17_Schedule 1.Part 3 .95.(6)', '34_43)', '17_Schedule 1.Part 3 .95.(5)', '14_Part 6.Chapter 3.60.(1)', '12_APP2.A2.15.Guidance.2.', '34_44)', '34_42)', '34_50)', '34_33)']"
677,['1_8.3.2.Guidance on CDD.7.'],"['1_8.3.2.Guidance on CDD.7.', '1_8.2.2.Guidance.1.', '39_6.3', '3_3.8.22', '1_2.Guidance.4.', '27_7.4.2', '39_6.2', '27_7.5.2', '12_APP9.A9.2.1', '1_12.4.1']"
678,['33_55)'],"['33_55)', '33_50)', '33_57)', '33_60)', '33_90)', '33_59)', '33_81)', '10_3.8.3.Guidance.2.', '33_58)', '33_74)']"
679,['3_9.10.1'],"['3_9.10.1', '3_9.10.7', '3_9.10.8', '3_9.2.1', '3_9.5.7.Guidance.1', '3_9.6.5', '3_9.10.2', '3_9.10.5', '3_9.8.1.(b)', '3_9.2.4']"
680,['7_5.6.14.Guidance'],"['7_5.3.8', '27_2.5.11', '38_3.2', '7_5.6.14.Guidance', '7_5.6.14', '17_Part 2.Chapter 4.15B.(5)', '34_60)', '21_29)', '34_58)', '24_3.12']"
681,"['5_6.2.2', '12_APP2.A2.15.Guidance.5.', '17_Part 11.Chapter 4.114.(1)', '18_3.2']","['6_PART 5.17.1.1.(2)', '17_Part 11.Chapter 4.114.(1)', '17_Schedule 1.Part 2.Chapter 11.61.(2)', '6_PART 5.13.3.Guidance.2', '6_PART 1.1.1.1', '13_1.3.5', '6_PART 5.12.3.1.(3)', '6_PART 5.12.3.6.(7)', '5_APP 1.2.', '1_8.3.2.(5)']"
682,"['13_9.2.5.Guidance.2.', '13_9.2.6']","['13_9.2.6', '13_6.5.Guidance.3.', '13_4.3.3.Guidance.1.', '13_9.2.1.Guidance.2.', '13_APP4.A4.1.Guidance.47.', '36_D.6.', '36_D.6.2.', '13_6.3.2.Guidance.1.', '12_APP2.A2.11.Guidance.2.', '13_9.2.7.(3)']"
683,"['34_95)', '39_2.7']","['34_95)', '39_3.4', '33_108)', '39_5.4', '11_4.15.7', '39_5.5', '36_D.4.6.', '11_4.15.11', '39_5.6', '24_3.13']"
684,['13_APP10.A10.4.10'],"['13_APP10.A10.4.10', '13_APP10.A10.4.13', '13_APP10.A10.4.1.Guidance.3.', '12_APP8.A8.7.2', '12_APP6.A6.7.2', '12_APP4.A4.7.2', '13_APP10.A10.4.17', '13_4.9.3', '13_APP10.A10.4.19', '13_APP10.A10.4.15.Guidance.2.']"
685,['30_35)'],"['30_35)', '11_11.8.3', '30_72)', '30_71)', '30_69)', '30_85)', '30_87)', '30_28)', '30_3)', '31_3)']"
686,['1_8.3.2.Guidance on CDD.7.'],"['1_8.3.2.Guidance on CDD.7.', '1_7.1.1.(1)', '12_2.3.4', '1_6.1.3.Guidance.4.', '27_6.6.12', '13_APP6.A6.6.5.(4)', '1_7.2.1', '13_APP6.A6.5', '13_5.7', '13_6.2.1.(1)']"
687,['34_39)'],"['34_39)', '34_41)', '17_Part 12.Chapter 3.143.(1)', '10_4.5.3', '3_21.3.6', '10_3.6.5', '17_Part 12.Chapter 3.144.(1)', '10_3.7.1', '34_46)', '10_2.8.2']"
688,['13_APP10.A10.1.2.(1)'],"['1_4.5.4', '7_8.10.1.(2).Guidance.1.', '27_11.5.1', '17_Part 2.Chapter 1.8.', '17_Part 19.Chapter 1.225.(2)', '17_Schedule 2.6.(2)', '11_2.6.3.(1)', '1_12.3.1', '17_Part 2.Chapter 1.5.', '23_4.6.3']"
689,"['21_30)', '1_11.1.1.Guidance.6.']","['1_2.Guidance.13.', '1_1.1.1.(2)', '1_2.Guidance.14.', '1_13.1.1', '17_Part 2.Chapter 4.15B.(1)', '17_Part 2.Chapter 4.15A.(5)', '1_2.Guidance.2.', '1_1.1.1.(1)', '1_4.1.1.(2)', '1_14.1']"
690,['12_8.2.1'],"['12_8.2.1', '13_8.2.1', '13_8.1.3.(1)', '1_9.3.2.(1)', '12_APP2.A2.15.Guidance.5.', '27_6.6.12', '12_6.7.1', '7_3.3.31.(1)', '14_Part 3.Chapter 1.7.(4)', '14_Part 3.Chapter 2.11.(1)']"
691,['17_Part 12.Chapter 1.124C.(7)'],"['17_Part 12.Chapter 1.124C.(7)', '17_Part 4.42.(7)', '17_Part 4.42.(8)', '17_Part 12.Chapter 1.124C.(8)', '17_Part 4.28.(1)', '7_8.8.7.(1)', '17_Part 14.182.(1)', '7_6.4.6', '17_Part 6.Chapter 1.71.(5)', '11_5.1.3.(1)']"
692,"['19_90)', '19_91)']","['39_2.4', '39_2.5', '19_91)', '19_74)', '33_9)', '27_3.1.15', '19_28)', '19_152)', '6_PART 8.20.3.11', '3_3.8.12.Guidance.3']"
693,"['11_9.4.1.(1)', '11_9.4.4.(2)']","['11_9.4.4.(2)', '11_9.4.4.(3)', '28_55)', '27_9.2', '17_Part 8.92.(2)', '28_27)', '28_185)', '11_9.4.4.(1)', '11_9.5.2', '11_7.2.8']"
694,['30_104)'],"['30_104)', '30_105)', '30_108)', '31_75)', '11_11.12.1', '11_11.12.2', '5_4.1.3', '31_76)', '30_107)', '11_11.Guidance.2.']"
695,['21_32)'],"['21_32)', '3_22.3.2', '3_14.7.4', '3_14.7.2', '3_20.14.3.(2)', '13_APP6.A6.5.4.Guidance.2.', '30_135)', '19_58)', '3_14.7.1', '13_4.3.3.(1)']"
696,['11_9.2.6'],"['1_11.2.1.(5)', '1_3.1.1', '27_6.1.4', '28_168)', '17_Part 2.Chapter 4.15A.(2)', '14_Part 5.Chapter 4.35.(5)', '11_9.2.10', '28_145)', '11_11.2.2.Guidance', '11_12.2.2.Guidance']"
697,['33_42)'],"['11_2.7.3', '11_7.8.1', '17_Part 6.Chapter 2.72.(2)', '10_3.9.1', '11_1.3.2', '37_4.5.d.', '11_2.1.1.Guidance.5.', '11_2.8.5.Guidance', '11_2.7.2.Guidance.Admission to trading', '17_Part 6.Chapter 2.72.(7)']"
698,"['17_Part 8.92.(4)', '17_Part 9.103.(1)']","['22_8', '22_9.(4)', '22_2.1.(1)', '28_27)', '17_Part 8.96.(1)', '17_Part 8.95.(7)', '17_Part 8.92.(4)', '22_2.2.(2)', '22_8.(1)', '13_APP6.A6.3.29']"
699,"['1_14.2.3.Guidance.2.', '27_8.1.5']","['1_14.3.5.Guidance.2.', '1_14.2.3.Guidance.10.', '1_14.2.3.Guidance.2.', '1_14.2.1', '1_14.6.Guidance', '1_14.2.3.Guidance.6.', '1_11.1.1.Guidance.2.', '17_Part 2.Chapter 4.15A.(2)', '1_14.4.1.Guidance.1.', '24_3.11']"
700,"['12_5.4.4', '12_5.4.5']","['2_6.10.4', '2_6.10.2', '12_5.4.4', '12_5.4.2', '2_6.10.5', '2_6.10.3', '12_5.4.5', '12_5.4.3', '12_APP4.A4.12.Guidance.3.', '2_2.3.9.(6)']"
701,['33_108)'],"['34_98)', '33_108)', '19_106)', '19_128)', '19_168)', '34_67)', '34_68)', '33_40)', '34_69)', '28_117)']"
702,['13_APP2.A2.1.2.Guidance'],"['19_84)', '13_4.14.3', '13_APP4.A4.1.Guidance.59.', '1_5.1.1.Guidance.2.', '19_58)', '13_APP11.A11.1.Guidance.11.', '34_42)', '19_57)', '34_51)', '13_APP10.A10.4.15.Guidance.1.']"
703,['1_1.3.3.(3)'],"['1_3.1.1', '1_1.3.3.(3)', '1_2.Guidance.5.', '1_1.3.3.(1)', '1_2.Guidance.6.', '1_1.3.3.(2)', '1_1.1.1.(2)', '1_11.2.1.(5)', '1_2.', '27_9.2']"
704,['13_1.1.1.(2)'],"['13_1.1.1.(2)', '4_3.2.3', '13_1.1.1.Guidance.2.', '18_2.4.(e)', '18_3.3', '18_3.2', '37_3.7', '3_4.3.3.(b).Guidance.1', '4_3.8', '37_3.4']"
705,['13_APP6.A6.1.Guidance.11.'],"['13_4.3.3.(5)', '13_4.4.2.(4)', '13_APP7.A7.3.4.Guidance.10.', '13_9.2.4.(1)', '13_APP6.A6.1.Guidance.11.', '13_APP6.A6.1.Guidance.6.', '7_3.3.42.(3).Guidance.3.', '13_4.3.3.(1)', '13_6.11.3', '3_6.5.2.Guidance.1']"
706,['19_32)'],"['19_32)', '19_16)', '29_2.3', '19_178)', '34_56)', '19_28)', '33_9)', '19_29)', '19_160)', '19_168)']"
707,['3_9.2.4'],"['3_9.2.4', '3_9.8.1.(a)', '3_9.8.7', '3_9.7.1', '27_9.2', '3_9.8.6', '3_9.12.5', '3_9.5.3', '3_9.2.3', '3_9.5.7.Guidance.1']"
708,['27_11.2.1'],"['27_6.4.5', '17_Part 17.205.(2)', '27_11.2.1', '27_6.4.3', '27_11.3.1', '27_8.1.4', '27_6.4.1', '27_11.1.2', '17_Part 20.239.(1)', '17_Part 20.236.(1)']"
709,['13_4.15.13'],"['13_4.14.44.(1)', '13_APP4.A4.9.19', '13_4.14.49', '13_4.15.13', '13_4.13.16.(2)', '13_4.11.2', '13_4.13.3.Guidance.7.', '13_4.4.2.(1)', '13_4.14.44.(2)', '13_4.14.31']"
710,['34_95)'],"['36_A.3.', '1_7.2.4.Guidance on Restricted Scope Companies.1.', '39_3.4', '39_5.4', '11_4.15.7', '7_3.3.41.(3).Guidance.3.', '39_5.5', '11_4.15.11', '39_5.6', '13_6.2.2.Governing Body responsibilities.1.']"
711,['31_63)'],"['31_61)', '31_15)', '31_74)', '11_12.9.1.Guidance', '11_12.2.3.Guidance', '11_12.8.1.Guidance', '31_45)', '31_63)', '11_12.10.1.Guidance', '27_9.2']"
712,['31_1)'],"['21_1)', '28_1)', '34_1)', '14_Part 6.Part 7.79.(2)', '14_Part 6.Chapter 1.45.(1)', '18_1.1', '31_1)', '30_1)', '17_Part 22.265.(1)', '37_1.1']"
713,['19_61)'],"['19_61)', '19_48)', '12_APP9.A9.4', '12_APP9.A9.3', '12_APP9.A9.2', '12_APP9.A9.5', '19_7)', '36_D.4.8.', '12_2.2.2', '2_2.4.1.(2)']"
714,['10_4.3.2.Guidance'],"['10_4.3.2.Guidance', '17_Part 12.Chapter 3.146.(5)', '17_Part 12.Chapter 3.146.(1)', '33_58)', '34_92)', '17_Part 12.Chapter 3.148.(1)', '17_Part 13.151.(4)', '17_Part 12.Chapter 3.146.(2)', '17_Part 13.152.(1)', '17_Part 13.151.(3)']"
715,"['1_14.3.2', '1_14.3.3']","['1_14.3.3', '1_14.3.2', '1_14.3.1', '1_14.3.5', '1_14.3.4', '28_119)', '1_14.3.5.Guidance.4.', '11_4.7.1.Guidance.1.', '1_14.5.1', '1_14.3.5.Guidance.5.']"
716,['19_37)'],"['27_3.1.15', '11_APP 4.13.', '13_4.3.3.(2)', '2_2.4.1.(2)', '36_C.16.', '36_D.3.1.', '36_D.1.1.', '36_D.1.4.', '13_4.3.3.Guidance.5.', '7_APP1.A1.1.Guidance.4.']"
717,['13_4.12.20'],"['13_4.12.20', '11_2.3.3.Guidance.1.', '1_4.5.7.Guidance', '13_4.12.21', '1_12.4.3', '10_8.4.4', '13_3.19.6.(1)', '11_7.5.1.Guidance', '13_3.15.2', '13_APP4.A4.12.15']"
718,['27_3.2.16'],"['16_Part 4.9.(3)', '17_Part 19.Chapter 1.226.(6)', '7_7.2.6.Guidance', '14_Part 5.Chapter 2.27.(8)', '14_Part 6.Chapter 6.78.(4)', '7_7.', '27_9.8.5', '27_3.2.18', '14_Part 6.Chapter 4.65.(5)', '14_Part 5.Chapter 1.22.(5)']"
719,"['1_8.3.2.Guidance on CDD.9.', '1_2.Guidance.8.', '1_6.2.1.Guidance.2.']","['1_2.Guidance.8.', '1_5.1.1', '1_2.Guidance.3.', '1_7.Guidance.2.', '1_3.1.1', '6_PART 5.17.1.2', '1_1.1.1.(1)', '1_1.2.1.(1)', '6_PART 5.12.14.1', '1_2.Guidance.1.']"
720,['34_81)'],"['34_81)', '34_80)', '11_6.1.1.(1)', '33_105)', '34_20)', '7_9.1.1.Guidance.5.', '34_82)', '22_1.(6)', '19_99)', '22_9.(5)']"
721,['13_9.2.2.(2)'],"['36_C.16.', '13_9.2.2.(2)', '36_D.3.3.', '12_APP2.A2.15.Guidance.3.', '13_9.2.2.Guidance', '13_9.2.2.(3)', '13_9.Introduction.Guidance.1.', '7_3.3.41.(1)', '7_1.2.Guidance.2.', '27_3.1.15']"
722,"['34_61)', '34_65)']","['34_66)', '34_65)', '34_30)', '34_26)', '34_64)', '34_9)', '34_40)', '34_31)', '34_11)', '34_63)']"
723,['31_19)'],"['31_18)', '31_17)', '31_94)', '31_27)', '31_19)', '31_93)', '34_32)', '31_5)', '31_80)', '31_16)']"
724,['5_3.1.3'],"['32_2.3', '32_3.1', '32_2.4', '6_PART 5.14.1.Guidance.3', '6_PART 4.9.7.Guidance.3', '5_3.1.3', '32_1.4', '6_PART 5.13A.1.1.Guidance.2', '3_3.2.5', '6_PART 5.13A.2']"
725,['3_6.12.1'],"['19_159)', '3_15.7.2', '3_6.12.3', '3_6.12.1', '19_153)', '3_6.12.3.Guidance.1', '3_16.', '3_15.11A.2', '3_15.4.5', '19_139)']"
726,['7_9.10.1'],"['7_9.3.3.Guidance', '7_9.11.2.(3)', '7_9.15.3', '7_9.5.1.(1).Guidance.3.', '17_Schedule 1.Part 2.Chapter 14.67.(5)', '7_8.8.1.(2)', '1_12.1.3', '7_9.15.2', '4_3.13.1', '3_20.14.2.Guidance.2.']"
727,"['1_14.2.3.Guidance.2.', '10_2.9.1', '1_6.1.3.Guidance.4.']","['1_14.2.3.Guidance.2.', '1_14.4.1.Guidance.1.', '1_14.3.5.Guidance.2.', '1_14.2.3.Guidance.10.', '1_14.2.1', '1_14.2.3.Guidance.6.', '1_14.4.1', '1_14.6.Guidance', '1_11.1.1.Guidance.2.', '17_Part 2.Chapter 4.15A.(2)']"
728,"['19_70)', '19_71)']","['10_4.7.3', '7_3.3.33.(2)', '12_APP9.A9.3.Guidance', '19_79)', '27_2.5.8', '12_APP9.A9.4.Guidance', '19_66)', '7_3.3.2.(3).Guidance.3.', '19_81)', '36_D.4.7.']"
729,"['1_8.3.6.Guidance on FATF Jurisdictions Under Increased Monitoring / Subject to a Call for Action.1.', '1_8.4.1.Guidance.11.']","['1_7.Guidance.2.', '1_8.6.2', '1_8.4.1.Guidance.11.', '1_4.5.1.Guidance', '1_8.3.6.Guidance on FATF Jurisdictions Under Increased Monitoring / Subject to a Call for Action.1.', '37_4.5.d.', '13_6.5.Guidance.3.', '1_8.6.2.Guidance.5.', '1_8.6.1', '1_7.Guidance.3.']"
730,['19_135)'],"['19_135)', '19_138)', '19_136)', '19_137)', '34_76)', '19_169)', '33_13)', '19_108)', '10_3.9.1', '19_133)']"
731,['14_Part 6.Chapter 4.66.(1)'],"['14_Part 6.Chapter 4.66.(1)', '14_Part 6.Chapter 2.56.(4)', '14_Part 6.Chapter 2.52.(2)', '27_9.2', '14_Part 6.Chapter 2.56.(3)', '14_Part 6.Chapter 2.52.(1)', '17_Part 11.Chapter 4.116.(1)', '14_Part 6.Chapter 2.57.(1)', '12_APP4.A4.11.4', '14_Part 6.Chapter 2.52.(3)']"
732,['9_5.4.7.(d).Guidance.(vii)'],"['9_5.4.7.(d).Guidance.(vii)', '9_5.4.7.(d).Guidance.(viii)', '9_5.4.7.(d).Guidance.(iii)', '9_5.4.7.(d).Guidance.(xiii)', '13_4.9.3.Guidance.2.', '13_3.21.6.Guidance.1.', '9_5.4.7.(d).Guidance.(vi)', '9_5.4.7.(d).Guidance.(v)', '9_5.4.14.Guidance.(i)', '9_5.4.8']"
733,"['36_D.7.1.', '36_D.7.']","['36_D.7.7.', '36_D.7.1.', '36_D.4.3.', '36_D.7.3.', '36_D.4.6.', '36_D.7.', '36_D.7.6.', '36_D.2.2.', '36_D.1.', '36_D.7.4.']"
734,['2_2.3.7.(3)'],"['2_2.3.2.(3)', '2_2.3.3.(3)', '12_6.5.3', '12_6.6.4', '2_2.3.7.(4)', '12_APP10.A10.4.Guidance.1.', '2_2.3.4.(3)', '27_9.2', '12_APP10.A10.4.3', '12_6.4.3']"
735,['37_4.4'],"['37_4.2', '37_2.6', '33_40)', '37_3.14', '37_4.5.c.', '37_4.4', '33_98)', '37_4.9', '37_4.5.b.', '37_3.8']"
736,['19_37)'],"['17_Part 2.Chapter 4.15A.(2)', '19_3)', '19_115)', '19_124)', '1_11.2.1.(5)', '34_66)', '19_47)', '19_104)', '27_6.7.3', '19_140)']"
737,['14_Part 3.Chapter 1.8.(4)'],"['14_Part 3.Chapter 1.8.(4)', '37_4.13.a.', '14_Part 3.Chapter 2.11.(5)', '14_Part 3.Chapter 1.8.(1)', '5_9.3', '14_Part 5.Chapter 1.23.', '14_Part 5.Chapter 1.22.(4)', '14_Part 3.Chapter 1.8.(3)', '14_Part 3.Chapter 1.8.(2)', '14_Part 3.Chapter 1.7.(5)']"
738,['1_14.3.5.Guidance.1.'],"['1_14.3.5.Guidance.1.', '1_2.Guidance.17.', '1_2.Guidance.18.', '1_2.Guidance.1.', '23_3.3.5', '1_2.Guidance.26.', '17_Part 16.199.(1)', '17_Part 2.Chapter 4.15A.(1)', '1_11.1.1.Guidance.2.', '1_14.2.3.Guidance.6.']"
739,['7_3.3.31.(1)'],"['7_3.3.4', '7_3.3.37', '13_6.6.1.Guidance.2.', '13_4.5.1.Guidance', '1_6.2.1', '1_11.2.1.(5)', '13_3.2.5.(1)', '27_3.2.15', '7_3.3.33.(2).Guidance.1.', '1_3.1.1']"
740,['6_PART 2.4.1.6.(1) Venture Capital Fund. A Fund is a Venture Capital Fund if it:'],"['18_3.1', '28_143)', '18_2.4.(d)', '6_PART 2.4.1.6.(1) Venture Capital Fund. A Fund is a Venture Capital Fund if it:', '5_2.1.2', '5_6.3.2', '11_6.2.17.(4)', '18_2.2', '39_3.12', '39_3.14']"
741,['13_APP6.A6.8.8.(1)'],"['13_APP6.A6.8.8.(1)', '13_APP6.A6.8.3.(1)', '13_5.10.4', '13_APP6.A6.8.2.Guidance.1.', '13_APP6.A6.8.6', '13_APP6.A6.8.7', '13_5.10.3.(1)', '13_5.10.3.(2)', '13_APP6.A6.8.4', '13_APP6.A6.8.1.(2)']"
742,['33_35)'],"['17_Part 6.Chapter 2.83.(2)', '17_Part 6.Chapter 2.83.(1)', '11_1.2.Guidance.4.', '33_39)', '11_5.2.6', '11_5.2.7', '11_5.2.3.(2)', '11_5.2.10', '11_5.2.8', '11_5.2.9']"
743,['1_8.3.2.Guidance on CDD.8.'],"['1_8.3.2.Guidance on CDD.8.', '1_4.5.1.Guidance', '1_8.3.2.Guidance on CDD.9.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_9.3.1B.Guidance.3.', '1_9.3.1B.Guidance.2.', '1_9.3.1B.Guidance.1.', '7_3.3.40.Guidance_1', '13_10.1.3', '21_32)']"
744,"['36_D.4.', '36_D.5.']","['36_D.5.5.', '36_D.4.3.', '36_D.4.10.', '36_D.4.11.', '36_D.2.3.', '36_D.7.', '36_ANNEX.3.', '36_D.5.2.', '36_D.4.1.', '36_D.7.1.']"
745,"['11_APP 4.59.', '12_2.2.1']","['11_APP 4.59.', '28_14)', '17_Schedule 2.24.', '10_3.7.4.Guidance.2.', '25_1.', '3_23.3', '11_2.1.1.Guidance.6.', '11_4.15.11', '11_2.1.1.Guidance.7.', '11_2.8.5.Guidance']"
746,['14_Part 5.Chapter 2.27.(7)'],"['14_Part 6.Chapter 5.68.(2)', '14_Part 6.Chapter 5.68.', '27_9.2', '14_Part 6.Chapter 5.68.(6)', '6_APP 4.Guidance.Property_Fund_Valuation_function.Valuation_function.37', '14_Part 6.Chapter 5.68.(3)', '12_APP10.A10.1.2', '13_3.21.1.Guidance.2.', '14_Part 5.Chapter 1.23.(4)', '14_Part 5.Chapter 4.37.(4)']"
747,['34_35)'],"['34_35)', '34_101)', '34_26)', '34_25)', '34_27)', '34_81)', '34_28)', '34_82)', '34_73)', '34_67)']"
748,['1_9.1.2.(1)'],"['1_9.1.2.Guidance.5.', '1_4.2.1.(2)', '1_9.1.2.(1)', '1_6.1.2', '1_5.1.1.Guidance.1.', '1_9.1.1.(4)', '1_2.Guidance.22.', '1_1.3.1', '1_2.Guidance.23.', '1_9.1.1.(3)']"
749,['10_4.10.4'],"['10_4.10.4', '13_APP4.A4.1.Guidance.60.', '14_Part 6.Chapter 3.61.(2)', '10_4.9.2.Guidance.2.', '17_Part 12.Chapter 3.148.', '10_4.7.18', '10_4.10.5', '14_Part 6.Chapter 3.62.(2)', '17_Part 13.166.', '17_Part 13.153.']"
750,['1_8.1.2.(2)'],"['1_7.1.3.Guidance on high-risk customers .2.', '1_8.3.2.Guidance on CDD.5.', '1_8.5.1.(1)', '1_8.3.1.(1)', '6_PART 5.11.1.1.(2)', '28_71)', '1_8.4.1.Guidance.9.', '1_8.6.2.Guidance.3.', '1_8.1.2.Guidance.1.', '1_8.1.2.(2)']"
751,['19_89)'],"['19_89)', '19_74)', '19_88)', '19_91)', '19_90)', '4_3.17', '19_132)', '19_30)', '19_92)', '19_69)']"
752,['13_5.Introduction.Guidance.2.'],"['15_Part 4.8.(1)', '16_Part 4.8.(1)', '13_APP6.A6.3.3.(2)', '12_APP9.A9.1.1.Guidance.1.', '14_Part 5.Chapter 4.38.', '12_APP9', '12_APP9.A9.2.1', '9_5.4.7.(d).Guidance.(v)', '13_3.10.1', '13_3.12.1']"
753,['3_14.6.1'],"['3_14.13.5', '3_14.5.2', '3_14.13.6.Guidance.2.', '3_14.13.6', '3_14.4.6', '3_14.4.6.Guidance.2.', '3_14.4.2', '3_14.7.7.Guidance.1', '3_14.9.3', '3_14.7.4']"
754,['27_4.3.3'],"['27_4.3.3', '26_8.5', '19_112)', '29_1.4', '27_4.3.5', '37_1.3', '20_2.1.', '33_121)', '27_4.3.6', '19_172)']"
755,['28_42)'],"['30_92)', '28_117)', '30_101)', '28_28)', '28_42)', '28_116)', '28_185)', '28_119)', '28_134)', '28_41)']"
756,['27_11.6.1'],"['40_2.', '27_11.6.1', '19_43)', '33_111)', '23_4.4.3', '16_Part 3.7.(4)', '40_3.', '40_5.', '16_Part 2.5.(1)', '36_A.1.']"
757,['14_Part 6.Chapter 2.55.(6)'],"['14_Part 6.Chapter 2.55.(8)', '14_Part 6.Chapter 2.55.(9)', '14_Part 6.Chapter 2.55.(14)', '14_Part 6.Chapter 2.55.(11)', '14_Part 6.Chapter 2.55.(2)', '14_Part 6.Chapter 2.55.(13)', '14_Part 6.Chapter 2.55.(10)', '14_Part 6.Chapter 2.55.', '14_Part 6.Chapter 2.55.(1)', '14_Part 6.Chapter 2.55.(15)']"
758,['31_10)'],"['31_11)', '11_12.2.2', '31_10)', '31_14)', '11_11.2.2', '31_4)', '30_11)', '31_15)', '30_10)', '11_12.2.2.Guidance']"
759,"['3_20.5.2.Guidance.1.', '19_87)']","['3_20.5.2.Guidance.1.', '19_118)', '19_113)', '5_9.3', '14_Part 5.Chapter 1.23.', '19_87)', '3_20.5.2.Guidance.2.', '37_4.13.a.', '13_APP7.A7.1.1.Guidance.3.', '11_9.3.8.Guidance.2.']"
760,['33_104)'],"['33_104)', '9_1.1.1.Guidance.(i)', '17_Part 4.33.(4)', '7_9.3.4.Guidance', '17_Part 4.32.(5)', '11_4.3.4', '17_Part 4.33.(3)', '17_Part 4.32.(4)', '33_12)', '17_Part 4.35.(1)']"
761,['13_10.Introduction.Guidance.1.'],"['34_11)', '34_95)', '34_67)', '34_8)', '34_15)', '34_97)', '34_96)', '27_4.4.3', '34_100)', '34_13)']"
762,['19_66)'],"['19_71)', '19_115)', '19_70)', '3_2.6.4.Guidance.2', '19_57)', '13_3.Guidance.3.', '13_6.2.1.(3)', '19_79)', '13_5.2.1.(3)', '13_7.4.1.(4)']"
763,"['33_51)', '33_18)', '33_113)']","['33_69)', '33_119)', '33_36)', '28_2)', '17_Part 6.56.(1)', '33_40)', '33_70)', '11_2.3.11', '33_139)', '11_2.1.1.Guidance.4.']"
764,"['2_1.2.2', '2_6.9.3', '12_APP2.A2.5.Guidance.7.']","['12_9.1.2.Guidance.1.', '2_6.9.3', '2_2.2.5', '2_4.3', '12_APP9.A9.1.1.Guidance.1.', '2_6.9.10', '2_6.9.4', '21_36)', '12_APP2.A2.1.Guidance.4.', '7_9.1.1.Guidance.1.']"
765,['31_68)'],"['31_68)', '30_51)', '30_78)', '30_77)', '31_66)', '11_11.9.2', '12_APP2.A2.5.Guidance.9.', '11_12.6.2', '30_49)', '28_128)']"
766,['36_D.4.7.'],"['36_D.4.1.', '36_D.1.3.', '36_D.7.2.', '36_D.4.2.', '36_D.3.5.', '36_D.6.3.', '36_D.3.1.', '36_D.1.1.', '36_D.6.', '36_D.5.5.']"
767,"['21_31)', '33_114)']","['21_31)', '29_3.12', '12_APP10.A10.1.2', '25_2.', '2_2.3.1.(1)', '25_1.', '12_APP10.A10.2.Guidance', '7_4.4.1.(3)', '20_3.4.', '12_APP6.A6.1.2']"
768,['31_73)'],"['31_73)', '31_65)', '31_72)', '31_64)', '11_12.11.1', '31_12)', '4_2.2.Guidance', '11_12.9.1', '9_5.4.15.Guidance', '13_9.1.1.Guidance.1.']"
769,['9_5.1.1.Guidance.(ii)'],"['1_11.2.1.(5)', '1_3.1.1', '27_6.1.4', '27_6.7.3', '17_Part 2.Chapter 4.15A.(2)', '14_Part 6.Chapter 1.42.(8)', '13_5.Introduction.Guidance.2.', '28_9)', '6_PART 5.12.12.8.(3)', '7_5.2.11']"
770,['11_APP 4.61.'],"['11_APP 4.61.', '27_9.2', '7_6.6.1', '11_10.1.3A.(1)', '28_164)', '17_Part 6.Chapter 2.80.(2)', '11_APP 4.12.', '6_PART 8.20.2.8', '12_6.7.2.(5)', '11_10.2.6']"
771,['13_4.13.12.Guidance.3.'],"['13_4.13.12.Guidance.3.', '13_4.13.12', '13_4.13.13.(1)', '2_6.8.2', '6_APP 4.Guidance.Retirement_of_valuer.42', '13_4.13.9.(2)', '13_APP2.A2.5.Guidance.8.', '13_4.13.15.(1)', '10_5.2.2', '10_3.8.3.Guidance.2.']"
772,['19_166).a)'],"['19_166).a)', '19_166).b)', '19_166).d)', '19_140)', '29_4.3', '19_166).c)', '19_22)', '19_15)', '19_166).e)', '19_27)']"
